Name,Cluster,Min Age,Rating Average,Users Rated,Complexity Average,Play Time,Min Players,Max Players,Custom Rating
5-minute dungeon,758,8,7.05,6644,1.12,30,2,5,46840.2
palm island,462,10,7.26,3475,1.76,15,1,2,25228.5
fort,82,10,7.4,2722,2.41,40,2,4,20142.8
empire of the sun,897,12,8.17,1418,4.29,360,1,2,11585.06
polis: fight for the hegemony,289,12,7.62,2106,3.69,120,2,2,16047.72
wizard,452,10,6.93,8365,1.73,45,3,6,57969.45
zooloretto,813,8,6.83,13900,1.86,45,2,5,94937.0
concept,253,10,6.82,15427,1.4,40,4,12,105212.14
ascension: return of the fallen,185,13,7.3,3150,2.18,30,1,2,22995.0
crystal palace,166,14,7.65,1941,3.74,150,2,5,14848.650000000001
mahjong,108,8,7.02,6456,2.57,120,3,4,45321.119999999995
qwixx,124,8,6.88,9507,1.12,15,2,5,65408.159999999996
