Name,Cluster,Min Age,Rating Average,Users Rated,Complexity Average,Play Time,Min Players,Max Players,Custom Rating
chaos in the kids' room,98,4,6.12,51,1.13,10,2,6,312.12
enuk,98,5,5.78,128,1.33,20,2,5,739.84
taifa,239,12,6.45,40,2.14,0,2,6,258.0
stratego: america's civil war collector's edition,326,8,6.36,49,2.5,0,2,2,311.64000000000004
bon appetit!,171,8,6.13,60,1.0,20,2,4,367.8
the game of life express,71,8,6.2,53,1.57,20,2,5,328.6
tacara,755,10,6.35,37,0.0,60,3,10,234.95
black gold (texas tea),13,12,6.46,45,2.2,180,2,2,290.7
black stories movie edition,74,12,5.8,143,1.0,20,2,15,829.4
expedition zetta,832,10,6.02,84,3.17,180,1,5,505.67999999999995
schatz-rabatz,15,5,5.99,74,1.5,20,2,4,443.26
wave of terror,13,14,6.0,74,3.08,360,2,2,444.0
the powerpuff girls: mojo jojo attacks townsville game,683,8,6.25,43,1.0,30,2,2,268.75
honey wars,605,8,6.29,66,1.17,45,2,4,415.14
meeple quest,856,8,9.13,46,1.5,90,1,5,419.98
ringgz,78,8,5.74,215,1.92,10,2,4,1234.1000000000001
the battle of shiloh,106,12,6.33,49,3.25,120,2,2,310.17
batman: arkham city escape,662,15,5.71,233,2.07,40,2,2,1330.43
die rote kralle,12,8,6.51,40,2.0,30,2,4,260.4
tiny epic dungeons,977,14,8.53,30,2.33,60,1,4,255.89999999999998
concerto,316,8,6.53,32,2.33,30,2,4,208.96
block out!,12,8,6.05,63,1.0,20,2,6,381.15
black stories: mittelalter edition,74,12,5.85,108,1.75,20,2,15,631.8
doomseeker,96,14,5.88,74,1.71,60,2,4,435.12
rubbish auction,8,8,6.08,55,2.0,30,3,5,334.4
anybody's guess,600,16,5.82,106,1.36,45,2,12,616.9200000000001
antigua,428,9,5.78,125,1.78,35,2,4,722.5
zero,15,12,5.69,191,1.25,30,2,6,1086.79
geistesblitz,202,8,6.23,68,1.33,10,2,6,423.64000000000004
oh no... invasion!!!,183,12,5.83,99,1.8,30,3,5,577.17
dungeon venture,105,8,6.22,53,0.0,30,2,5,329.65999999999997
hilo,15,8,5.9,115,1.2,30,2,6,678.5
capture: a medieval wargame,885,8,6.78,38,1.5,120,2,2,257.64
aljubarrota,797,7,6.17,58,2.5,70,3,6,357.86
zed deck,247,12,6.28,46,1.0,5,1,1,288.88
cryptocurrency,824,14,6.11,62,2.0,60,2,4,378.82
spiky dastards,122,14,6.05,91,1.0,25,2,6,550.55
die glücksritter,263,8,5.77,132,1.8,60,3,6,761.64
kabuki,228,6,5.67,242,1.14,20,2,6,1372.1399999999999
palermo,354,10,5.93,75,1.89,60,3,5,444.75
kitty cataclysm,821,10,6.7,46,1.0,12,2,5,308.2
consensus,263,12,6.29,70,1.22,30,3,8,440.3
fantasy rules! fast play rules for miniature wargames in the worlds of fantasy,978,12,6.8,30,3.4,60,2,12,204.0
andoria battlefields,70,10,7.18,37,2.0,60,2,4,265.65999999999997
virgin seas,614,8,6.4,42,2.0,40,2,4,268.8
villains and vigilantes card game,930,12,6.65,44,3.2,60,2,4,292.6
organic soup,940,12,6.2,48,2.22,40,2,4,297.6
genius rules,122,10,6.11,52,1.0,10,2,4,317.72
e.t.i.: estimated time to invasion,797,12,5.76,181,2.32,90,3,6,1042.56
malarky,465,10,5.63,410,1.48,45,3,6,2308.3
"pizza, spaghetti e mandolino",71,8,7.39,49,2.0,15,2,4,362.10999999999996
haunted castle,122,5,5.82,114,1.0,10,2,4,663.48
zoop,114,8,6.14,84,1.75,20,3,8,515.76
x610z,168,12,6.92,36,2.5,30,2,6,249.12
cinch,158,0,6.56,32,2.5,60,4,4,209.92
igen? és...,165,10,6.69,37,1.0,45,2,6,247.53
norway 1940: the kriegsmarine strikes,106,12,6.54,34,2.33,180,2,2,222.36
okoshki,46,8,6.34,40,2.0,30,2,2,253.6
battle of the bands,821,13,5.76,183,1.43,45,2,4,1054.08
horror house,15,8,6.51,37,1.67,0,2,4,240.87
marching through georgia,261,12,6.33,50,3.0,240,2,2,316.5
mad love,445,10,6.28,46,1.0,10,2,2,288.88
star trek: the next generation - interactive vcr board game - a klingon challenge,726,8,5.7,505,1.73,60,3,6,2878.5
big league hockey manager,789,8,5.98,80,2.2,120,2,6,478.40000000000003
taschkent,403,8,6.41,34,2.0,60,2,4,217.94
viva españa: a game of the spanish civil war - 1936-1939,13,12,6.66,40,3.0,180,2,2,266.4
cortex challenge 3,316,8,6.28,40,1.5,15,2,6,251.20000000000002
oddly obvious!,57,12,6.35,39,1.0,0,3,10,247.64999999999998
slapzi,15,8,5.92,87,1.0,0,2,10,515.04
the battle of guilford courthouse,147,12,6.14,56,2.5,120,2,2,343.84
pressure point,57,10,6.1,69,1.14,60,3,8,420.9
runes & regulations,613,0,5.94,100,1.25,0,2,4,594.0
i9n,159,10,6.17,59,2.67,30,2,5,364.03
gizeh!,228,8,6.34,47,1.0,40,2,4,297.98
cadaver,613,10,6.12,76,1.25,30,2,3,465.12
keep cool,57,9,6.36,46,2.0,0,3,6,292.56
sign,579,8,6.2,65,1.0,5,4,9,403.0
scalawag!,742,13,6.0,70,1.57,40,3,8,420.0
hang on harvey!,503,6,6.3,50,1.2,10,2,2,315.0
poison,21,12,6.55,34,0.0,45,2,6,222.7
blood & iron: bismarck's wars for empire,212,12,6.39,44,3.2,60,2,2,281.15999999999997
taxi wildlife,122,5,6.08,54,1.0,10,2,4,328.32
elements,57,12,5.96,83,1.55,30,3,5,494.68
puerto diablo,991,10,6.22,43,2.0,120,2,5,267.46
fladderadatsch,311,5,6.64,33,1.0,20,2,5,219.11999999999998
"the battle of tours, 732 a.d.",72,0,6.42,35,1.5,120,2,2,224.7
adellos,971,10,7.5,35,2.25,50,2,4,262.5
if i'm going down...,48,15,5.97,113,1.43,30,1,2,674.61
keltis ór,36,8,6.03,76,1.5,20,2,4,458.28000000000003
yummy world: party at picnic palace,26,8,6.37,52,1.0,20,2,4,331.24
dungeon bazar,583,8,5.76,239,2.33,50,2,5,1376.6399999999999
dr. mcninja's legendary showdown,125,12,6.28,124,1.78,30,2,7,778.72
mr house,87,10,5.85,94,2.71,60,2,4,549.9
quest: awakening of melior,313,10,6.4,42,2.0,20,1,1,268.8
im bann der pyramide,28,8,5.75,132,1.27,20,2,5,759.0
film frenzy,15,0,6.53,34,1.0,0,2,5,222.02
quickword: the ultimate word game,15,10,6.19,54,2.14,60,2,12,334.26000000000005
project z: the zombie miniatures game,38,12,7.49,49,2.0,90,1,3,367.01
mortum: medieval detective,93,12,8.81,30,2.8,180,1,6,264.3
slang teasers,57,12,6.57,45,2.0,60,3,0,295.65000000000003
deck of thieves,12,13,5.91,83,2.13,45,2,4,490.53000000000003
look away!,40,0,6.81,32,4.0,810,2,2,217.92
syzygy,425,9,6.23,59,1.4,20,1,12,367.57000000000005
tractics,107,12,6.5,40,4.1,90,2,2,260.0
undo: blood in the gutter,866,10,5.66,290,1.5,90,2,6,1641.4
flip & fish,111,10,9.14,30,1.0,30,2,4,274.20000000000005
mukden: sino-soviet combat in the '70's,106,12,6.48,39,2.11,90,2,2,252.72000000000003
planetopia,796,8,6.41,32,2.0,45,2,5,205.12
vintage,183,8,6.5,33,1.0,20,3,6,214.5
iron man 2: game of war,583,6,6.56,35,1.0,30,2,2,229.6
the battle of helm's deep,752,12,6.59,35,3.0,120,2,2,230.65
north wind rain,115,0,6.5,41,3.1,360,1,2,266.5
takla,15,7,6.5,34,0.0,20,2,4,221.0
pool position,18,10,5.75,133,1.73,30,2,5,764.75
goatfish,205,8,6.72,32,1.0,20,2,5,215.04
anzio beachhead,925,12,5.87,90,3.0,60,2,2,528.3
d-day: the great crusade,106,12,6.51,44,3.11,120,2,4,286.44
in 80 karten um die welt,755,10,6.35,36,2.0,30,3,4,228.6
zaar,856,14,8.03,90,1.71,90,1,6,722.6999999999999
day of the dead,160,13,6.45,32,2.0,30,2,2,206.4
tiebreaker,15,13,5.84,114,1.0,1,2,99,665.76
quacksalbe,14,14,6.27,39,2.5,30,3,5,244.52999999999997
manchu: the taiping rebellion - 1852-1868,13,12,5.99,77,2.71,240,2,2,461.23
darwinci,354,9,5.79,116,2.38,60,3,5,671.64
fire bulls,28,8,6.13,49,1.67,15,2,5,300.37
margin for error,158,12,6.34,43,2.13,60,4,5,272.62
phoenix covenant,96,14,7.61,43,3.75,90,2,4,327.23
stratego: star wars saga edition,326,8,5.97,59,1.4,0,2,2,352.22999999999996
biberclan,26,7,6.0,71,1.0,20,2,6,426.0
bugs,154,10,5.76,133,1.21,30,3,6,766.0799999999999
zik,755,10,6.42,33,1.0,30,3,16,211.85999999999999
spaceopoly,456,7,6.33,45,1.71,0,2,6,284.85
med sirocco,260,0,6.6,33,0.0,0,2,6,217.79999999999998
space empires,761,12,6.48,31,2.2,120,2,6,200.88000000000002
cthulhu's vault,114,10,5.84,147,1.3,45,3,6,858.48
d. afonso henriques,111,8,6.36,43,2.0,45,2,4,273.48
run wild,46,8,6.1,60,1.0,5,2,4,366.0
sarena,15,8,6.19,58,1.6,15,2,4,359.02000000000004
the south shall rise again,177,13,6.21,43,1.67,30,1,4,267.03
die magier,183,10,5.76,149,1.9,60,3,3,858.24
uno mod,12,7,5.96,88,1.0,30,2,10,524.48
tic talk,34,10,5.87,85,1.0,30,4,6,498.95
phoenix command,65,0,6.45,48,4.45,240,2,12,309.6
1940: what if germany went east?,212,12,6.64,31,2.0,240,2,4,205.84
kuhlorado,434,8,6.06,55,1.0,15,2,2,333.29999999999995
the suitcase detectives,49,5,6.11,50,1.5,15,2,4,305.5
molotov's war,925,12,5.99,63,2.38,120,2,2,377.37
cinecitta 1937 (チネチッタ1937),664,12,6.42,33,2.0,40,3,5,211.85999999999999
kleiner fuchs tierarzt,71,4,6.25,43,1.25,10,2,4,268.75
orbital conflict,15,12,7.48,32,3.0,60,2,4,239.36
rollick!  the hysterical game of clues and collaboration,410,10,6.54,42,0.0,20,6,24,274.68
der hobbit: eine unerwartete reise - das spiel zum film,286,10,5.77,222,1.74,60,2,4,1280.9399999999998
bezzerwizzer familieudgave,237,0,5.99,79,1.75,45,2,4,473.21000000000004
witching hour,821,14,6.03,68,1.0,45,2,5,410.04
chronos conquest,883,0,6.0,65,1.67,5,3,6,390.0
rise of the exiled,125,8,7.27,30,2.0,15,2,12,218.1
packen wir's!,213,8,6.11,50,1.67,45,2,5,305.5
hatalom kártyái kártyajáték,168,8,7.13,34,3.75,0,2,9,242.42
sombras sobre isla negra,160,12,6.19,60,1.11,20,2,4,371.40000000000003
the cookie,34,10,6.36,56,1.75,20,4,6,356.16
scotland rising,574,9,6.5,38,2.0,90,1,2,247.0
jurassic park iii: island survival game,911,8,5.8,161,1.64,45,2,4,933.8
the game of life: card game,182,9,5.78,168,1.55,30,2,4,971.0400000000001
flizz & miez,266,5,5.89,82,1.0,15,2,4,482.97999999999996
mystic war,57,10,5.83,123,1.57,90,3,8,717.09
the seals of cthulhu,428,10,6.65,33,0.0,20,2,2,219.45000000000002
snug as a bug in a rug,854,3,6.17,45,1.0,15,2,4,277.65
mapominoes: asia & australasia,0,8,6.47,32,1.0,30,2,5,207.04
logan stones,119,7,5.78,166,1.65,10,2,2,959.48
the lash of the turk,72,14,6.78,34,3.0,360,2,2,230.52
lords of the renaissance,234,12,6.16,48,3.33,300,2,12,295.68
undead,415,10,5.87,87,1.67,240,2,6,510.69
elemental blast,90,8,5.98,63,1.17,30,3,7,376.74
web of gold,91,8,5.72,163,1.7,120,2,6,932.36
chief herman's holiday fun pack,15,10,5.73,153,1.79,30,2,50,876.69
dry gulch junction,12,8,6.08,52,2.22,45,2,4,316.16
bergnein,12,15,6.55,41,1.29,60,2,6,268.55
the looney bin,704,9,6.31,117,1.42,30,3,7,738.27
little cooperation,286,2,5.99,78,1.0,10,2,4,467.22
der herr der ringe: die zwei türme,445,10,5.83,118,1.81,60,2,4,687.94
hong kong,78,8,5.9,77,2.11,15,2,2,454.3
operation: maccabee,292,8,7.0,54,1.67,60,1,4,378.0
"belter: mining the asteroids, 2076",147,12,6.09,77,3.21,120,2,5,468.93
cubo,278,8,5.65,295,1.58,20,2,4,1666.75
quest for the grail,247,0,6.11,57,2.17,45,1,2,348.27000000000004
god hates charades,755,18,6.59,62,2.25,30,3,14,408.58
the battle of lepanto,643,0,6.4,44,2.63,0,1,2,281.6
chernobyl,487,10,6.28,47,2.17,60,1,6,295.16
medieval conspiracy,95,14,6.35,45,2.6,240,2,6,285.75
granny wars:  a game of tit for tat,248,7,6.38,40,1.25,20,2,8,255.2
norge: the first battle between the germans and the allies,427,12,6.21,54,3.5,360,2,4,335.34
ubike tour: taiwan,545,8,6.48,33,2.0,45,2,4,213.84
what?,590,14,5.9,85,1.0,60,5,17,501.50000000000006
border reivers,792,12,6.4,42,2.58,30,2,4,268.8
dungeon royale,483,6,6.66,52,2.0,90,2,4,346.32
irezumi,412,8,6.58,36,2.0,20,2,4,236.88
où étiez-vous?,887,8,5.8,117,1.0,15,5,20,678.6
blooming gardens,724,7,5.89,90,1.2,60,2,6,530.1
kwizniac,15,12,6.6,57,1.33,0,2,0,376.2
habe fertig,12,8,5.88,76,1.0,20,2,4,446.88
robber barons,57,0,6.21,42,2.0,90,3,5,260.82
invasion pearl harbor,2,12,6.67,30,2.5,120,1,2,200.1
postcard from the revolution,212,12,6.0,65,1.67,30,2,2,390.0
fire when ready,529,12,6.46,46,2.38,120,1,4,297.16
black prince: crecy & navarette,13,12,6.63,32,3.25,240,2,2,212.16
dragon's breath: the hatching,74,6,6.32,36,1.0,20,2,4,227.52
metropoli,783,12,6.05,55,2.0,90,3,6,332.75
world of draghan: once upon a dragon,996,8,6.49,35,1.0,40,1,4,227.15
cincinnati,137,10,5.94,100,1.31,45,3,6,594.0
słowostworki,15,6,6.41,35,1.0,20,2,5,224.35
"robert at bannockburn: the battle of bannockburn, 1314",752,12,6.49,36,2.67,0,2,2,233.64000000000001
"xenophon: 10,000 against persia",627,0,6.67,31,3.67,120,2,2,206.77
marignan 1515,106,12,6.55,38,2.8,0,2,2,248.9
animal rescue,131,8,6.34,35,1.0,20,1,5,221.9
steven universe y las gemas de cristal,12,13,6.68,38,2.0,45,2,4,253.83999999999997
storytelling,249,5,6.64,35,2.0,20,2,4,232.39999999999998
situation 7,671,8,6.06,55,1.0,20,2,4,333.29999999999995
famous fastballs: the world's smallest baseball game,202,13,6.17,48,1.0,30,2,2,296.15999999999997
monkey auto races,15,5,7.14,31,3.29,0,2,4,221.34
phalanx,390,10,6.08,55,2.4,90,2,2,334.4
outrider,42,8,6.75,42,2.1,60,2,8,283.5
hérois & monstros,755,12,6.54,39,2.33,120,3,5,255.06
mush,636,10,5.82,115,1.71,60,2,6,669.3000000000001
méchanlou,311,4,6.3,44,1.25,15,2,4,277.2
mountain of inferno,412,10,5.68,177,1.89,25,2,4,1005.3599999999999
the willow game,206,11,5.77,232,2.05,120,2,6,1338.6399999999999
those pesky humans!,930,13,5.81,147,1.9,90,2,4,854.0699999999999
fish & chips,785,8,6.56,31,2.2,30,1,4,203.35999999999999
pentago xl,720,8,6.05,80,1.89,15,2,4,484.0
advanced dungeons & dragons battlesystem (second edition),11,0,6.0,82,3.25,60,2,2,492.0
münchhausen,57,8,5.82,121,1.09,30,3,8,704.22
it came to pass,445,8,5.9,78,1.25,0,2,8,460.20000000000005
carnavalo,403,10,6.88,51,2.0,60,2,6,350.88
zagłada atlantydy,411,10,6.15,47,2.6,90,2,5,289.05
cheesonomics,479,8,6.05,57,1.67,20,2,5,344.84999999999997
moguli,792,12,6.15,54,3.5,45,2,2,332.1
colpevole!,609,0,6.23,51,1.86,180,4,7,317.73
chocobo party up!,105,10,6.44,53,2.0,45,2,4,341.32
destiny aurora: renegades,9,12,7.05,43,4.0,180,1,4,303.15
striking the anvil: operation anvil dragoon,261,12,6.39,33,2.2,60,2,2,210.86999999999998
gingerdead house,125,12,6.23,216,2.15,45,2,4,1345.68
scene it? movie second edition,16,13,5.68,219,1.64,45,2,12,1243.9199999999998
happiest town,15,6,6.38,33,1.0,15,2,4,210.54
giro d'italia card game,4,14,5.82,106,1.43,30,2,6,616.9200000000001
déclic!? family,114,7,6.25,40,1.0,15,3,8,250.0
tricky safari,129,7,6.17,48,2.0,25,2,4,296.15999999999997
weird alchemy,114,10,7.05,90,1.5,20,3,6,634.5
test match,15,0,6.0,72,1.0,90,2,2,432.0
fruit picking,307,8,6.65,41,1.25,30,1,4,272.65000000000003
trivial pursuit: world of warcraft,16,12,5.99,89,1.33,120,2,6,533.11
fantom staré prahy,396,10,6.12,63,2.33,45,2,6,385.56
les misérables: eve of rebellion,377,12,6.25,49,2.0,45,2,4,306.25
boom bokken,402,8,6.14,50,1.0,20,4,9,307.0
storm over port arthur,64,14,6.52,31,2.33,120,2,2,202.11999999999998
fungeon party,15,14,6.67,33,1.5,30,2,5,220.10999999999999
écarté,237,12,6.4,40,2.13,30,2,2,256.0
showdown: icons,964,13,6.28,52,2.0,15,2,2,326.56
one night werewolf: monster,350,10,6.43,31,1.0,10,3,5,199.32999999999998
rookie heroes,414,10,6.41,57,1.0,45,2,4,365.37
auf die nüsse!,5,8,5.98,63,1.75,30,2,4,376.74
loka: a game of elemental strategy,948,8,5.95,83,2.78,30,2,4,493.85
divorce! the game,512,17,6.35,39,1.33,20,2,2,247.64999999999998
simpei,138,8,6.0,70,1.5,20,2,2,420.0
jetsetters,87,7,6.36,35,1.4,20,2,5,222.60000000000002
hemloch: vault of darkness,412,0,6.38,33,2.2,30,2,2,210.54
huang dih: o grande imperador,274,0,6.5,33,1.5,60,3,5,214.5
instinct,114,10,5.75,136,1.36,20,3,6,782.0
"army group center: june 22-28, 1941",267,12,6.54,39,3.43,300,1,2,255.06
persian incursion,578,12,6.23,43,4.5,180,2,2,267.89000000000004
invisible,316,6,6.6,44,1.0,20,2,10,290.4
kasserine: baptism of fire,280,12,6.57,36,2.29,60,1,2,236.52
"crusader: battle for tobruk, november 1941",106,12,6.25,42,2.42,180,2,2,262.5
helltank destroyer,17,12,6.2,45,2.0,60,2,2,279.0
henry v,643,12,6.15,41,2.8,0,1,2,252.15
crusader: battle for tobruk,529,12,6.54,32,2.25,60,1,2,209.28
pega o pinguim!,503,8,6.29,36,1.63,60,2,4,226.44
dschungelrennen,73,10,6.16,43,1.0,30,2,5,264.88
moot,71,0,7.44,31,3.0,60,2,12,230.64000000000001
rat-a-tat roll,71,6,6.65,31,1.0,15,2,5,206.15
mafia casino,15,11,6.48,97,1.55,45,2,5,628.5600000000001
jetlag,353,12,6.22,42,1.0,25,3,8,261.24
dover patrol,556,12,6.11,63,2.11,180,2,2,384.93
mission: combat!,411,12,6.57,38,2.0,15,2,2,249.66000000000003
revenge of the dictators,414,13,6.05,236,2.2,105,2,5,1427.8
volcano island countdown,286,8,6.12,67,1.25,30,2,4,410.04
the prestel new york architecture game,311,8,6.05,55,1.13,30,2,5,332.75
1001,171,12,6.43,31,2.0,60,2,4,199.32999999999998
vikings on the volga,956,8,6.61,30,2.5,45,2,5,198.3
exalted: legacy of the unconquered sun,531,0,5.84,122,2.69,120,2,5,712.48
nowhere to go,15,8,5.79,106,1.2,10,2,2,613.74
rainbow knights,122,10,5.95,75,1.0,5,2,6,446.25
west riding,113,12,6.4,34,3.5,180,3,6,217.60000000000002
cherkassy pocket: encirclement at korsun,379,12,6.27,38,2.5,240,2,2,238.26
dice crawl,94,10,5.84,53,2.0,30,1,4,309.52
stake your claim,26,6,6.04,59,1.0,15,2,6,356.36
aarrr!,12,5,6.48,40,1.0,15,2,2,259.20000000000005
visualeyes,231,8,5.64,320,1.41,30,2,8,1804.8
farsight,918,12,7.04,37,3.5,90,2,4,260.48
1672: the lost crew,131,12,6.35,43,2.2,120,1,1,273.05
miskatonic school for boys,57,10,6.23,50,1.5,45,3,6,311.5
schnapp den sack,122,8,5.93,68,1.0,15,2,5,403.24
mice to meet you,657,8,6.47,33,1.33,30,1,5,213.51
nichtlustig: noch mehr labor chaos,114,8,6.22,44,0.0,20,3,6,273.68
top this! a pizza flicking game,403,6,5.72,148,1.11,30,2,5,846.56
guile,89,13,6.11,47,1.0,20,2,2,287.17
cazadores de fosiles,296,7,6.82,31,2.33,60,2,5,211.42000000000002
trainsilvania,225,6,6.31,42,1.5,15,2,4,265.02
winston,249,6,5.95,86,1.0,25,2,6,511.7
yago pool,15,0,6.54,36,1.0,20,2,2,235.44
antyszczepionkowcy.biz,249,13,6.59,51,1.8,45,2,4,336.09
kniffel master,71,8,6.33,35,1.0,25,2,4,221.55
poor choices,400,13,6.5,37,1.5,120,3,10,240.5
montana,221,11,6.4,36,2.38,45,2,5,230.4
the journeys of paul,659,10,5.9,138,1.63,180,1,6,814.2
exposaurus,190,8,6.39,32,1.5,35,2,4,204.48
welfen und staufer,156,16,6.37,38,3.1,180,2,2,242.06
nba showdown,111,8,6.97,50,2.4,20,2,2,348.5
"mine, all mine!",583,8,6.03,63,1.33,10,2,4,379.89000000000004
dragonchess,45,8,6.39,33,3.33,75,2,2,210.86999999999998
"san, ni, ichi",481,10,6.38,50,1.33,25,3,6,319.0
word winder,0,8,6.17,55,2.0,20,2,6,339.35
outsmarted!,16,8,6.38,47,1.0,30,2,24,299.86
papering duel,77,7,6.25,38,1.0,25,2,2,237.5
a fistful of dinero,573,10,6.08,63,2.0,30,3,6,383.04
hammer's slammers,115,12,5.95,97,2.62,120,1,4,577.15
jack the ripper,416,13,6.96,39,0.0,15,3,5,271.44
timberland,168,8,6.21,40,2.0,30,2,4,248.4
make 'n' break party,57,10,6.28,45,1.0,45,3,9,282.6
masters of the night,599,13,7.38,40,3.0,120,1,5,295.2
red panda,15,8,6.69,56,1.33,20,2,6,374.64000000000004
double ditto,229,10,6.35,57,1.0,30,4,99,361.95
veracruz 1631,77,8,6.3,54,2.0,40,2,4,340.2
randomise,34,8,6.24,49,0.0,60,4,0,305.76
duel in the desert: rommel's campaign in north africa,586,12,6.17,51,2.8,90,2,2,314.67
operation whirlwind: budapest - november 1956,64,12,6.52,30,2.71,0,2,2,195.6
birdie!: the disc golf board game,903,0,6.73,31,2.0,90,2,6,208.63000000000002
tóncc,792,0,8.06,40,2.0,20,2,3,322.40000000000003
pocket dragon,311,8,5.92,82,2.0,7,2,2,485.44
brynk,249,7,6.24,43,1.0,30,2,99,268.32
telma,609,6,7.06,35,1.0,20,4,8,247.1
hus,15,0,6.28,38,2.0,40,2,2,238.64000000000001
deadly premonition: the board game,901,0,6.41,58,2.33,45,2,4,371.78000000000003
blood on the snow: the battle of suomussalmi,72,12,5.94,87,2.72,240,2,2,516.7800000000001
morsecode ···-,47,10,6.43,41,3.8,360,1,5,263.63
downtown,225,12,6.33,34,2.5,90,2,4,215.22
the barbarians: games of the fall of rome and the mongol invasion of europe,64,12,6.04,82,2.17,120,2,3,495.28000000000003
the brotherhood,334,10,6.17,53,2.23,60,2,5,327.01
allegiance: war of factions,443,12,6.98,33,4.0,60,2,6,230.34
guardians of legends,263,8,6.18,58,1.0,45,3,5,358.44
tabula,163,5,5.79,88,1.42,20,2,2,509.52
gounki,45,8,6.6,30,3.0,20,2,2,198.0
"la bataille du matz, 9-12 juin 1918",925,12,6.59,33,3.17,0,2,2,217.47
siegestones,163,7,5.84,92,2.33,20,2,4,537.28
auf achse: das kartenspiel,15,8,5.8,95,1.73,30,2,5,551.0
usac auto racing,794,10,5.89,208,1.67,120,2,33,1225.12
obama llama,253,12,5.75,213,1.0,30,4,99,1224.75
sonic the hedgehog: crash course,508,8,6.43,68,2.4,45,2,4,437.24
wizards' towers,12,8,6.83,33,2.0,50,2,4,225.39000000000001
cardline: animals 2,15,7,6.55,30,1.0,30,2,8,196.5
tschakka lakka: die rasante würfeljagd nach dem tempelschatz,71,8,5.97,63,0.0,20,2,4,376.10999999999996
for bloody honor: the russian civil war,156,12,6.31,38,2.0,120,2,4,239.77999999999997
leipzig: the battle of nations - napoleon vs. europe,72,12,6.36,45,2.85,0,2,2,286.2
flames of war: firestorm campaign - operation bagration,546,12,6.53,35,2.67,90,2,2,228.55
build or boom,15,4,6.61,35,1.25,0,2,2,231.35000000000002
central market,114,8,5.9,87,2.25,30,3,5,513.3000000000001
raid on takao,415,15,6.66,37,2.33,90,2,6,246.42000000000002
perspective,335,9,5.9,110,1.88,15,1,4,649.0
ganesha,87,8,6.36,55,1.67,45,2,4,349.8
baby cruise,183,8,6.58,38,2.0,30,3,6,250.04
candy match,944,8,6.01,61,1.0,20,2,6,366.61
beyond the gates of antares: the dice game,623,8,6.19,45,1.67,20,2,5,278.55
epic trading card game,269,13,6.05,43,3.0,20,2,6,260.15
block buster,18,7,6.48,42,1.75,30,2,4,272.16
эрудит,0,10,6.22,48,2.0,90,2,17,298.56
pirate loot: base set,605,13,6.21,67,2.0,60,2,4,416.07
eastern front 2,106,12,6.32,36,2.0,60,2,2,227.52
das große fressen,0,9,6.34,38,1.33,30,2,2,240.92
plethora,956,8,6.18,56,2.75,60,2,4,346.08
cuckoo zoo,168,8,5.65,165,1.0,20,2,10,932.2500000000001
eastern front battle card game,228,8,6.62,31,2.0,40,2,2,205.22
frigate: sea war in the age of sail,620,12,5.94,99,3.13,120,2,2,588.0600000000001
mixtape massacre,209,17,6.97,148,1.71,90,2,6,1031.56
jungle race,12,6,6.08,56,1.0,30,2,6,340.48
hell before night: the battle of shiloh,72,12,6.28,46,3.3,0,2,2,288.88
more dude,755,13,5.85,121,1.0,5,3,6,707.8499999999999
mr. m' s谋杀法则：拜占庭刺客,213,10,6.14,52,3.67,45,2,6,319.28
"bloody ridge: guadalcanal, 12-14 september 1942",643,0,6.32,34,2.5,0,1,1,214.88
inquisitor,688,10,5.86,136,3.35,180,2,0,796.96
austerlitz: the battle of the 3 emperors,13,12,6.27,50,2.8,360,2,3,313.5
spellmaker,91,10,6.01,56,1.82,45,2,4,336.56
famous first downs: the world's smallest football game,667,13,6.26,40,1.29,30,2,2,250.39999999999998
fin finaud questionne tout,395,14,6.35,32,0.0,30,3,7,203.2
cortex challenge geo,15,9,6.03,65,0.0,30,2,6,391.95
la conquista del oeste,295,0,6.45,38,1.0,120,2,6,245.1
paradise fallen: the card game,577,8,5.75,144,1.8,30,2,4,828.0
15 men,428,14,6.84,31,1.67,60,2,5,212.04
entenrallye,16,10,5.88,76,1.75,60,2,6,446.88
khan tsin,163,9,6.52,32,3.0,30,2,3,208.64
faulpelz,26,8,5.83,78,2.0,30,2,4,454.74
salvo!,925,12,6.24,46,2.0,45,2,2,287.04
livestock uprising,974,14,6.58,82,2.54,90,2,4,539.5600000000001
royalists & roundheads iii,925,12,6.06,50,2.5,60,2,2,303.0
amerika,289,12,7.41,30,3.2,120,2,3,222.3
venture angels,51,8,6.15,43,1.0,20,3,5,264.45
over/under,600,10,5.92,80,1.0,15,2,99,473.6
mountains,545,8,5.85,96,1.25,30,2,5,561.5999999999999
the oregon trail game: journey to willamette valley,775,13,5.78,159,2.0,60,2,4,919.0200000000001
alibi saknas: herrgårdsmordet,350,8,6.47,31,2.0,45,3,6,200.57
trafalgar,683,8,6.76,35,1.57,60,2,4,236.6
contrario 2,15,14,6.3,37,1.0,0,2,12,233.1
shuffle grand prix,593,13,6.14,58,1.5,30,2,4,356.12
shake 'n take,854,8,5.95,73,1.0,20,2,10,434.35
shashki,163,6,6.57,30,1.8,30,2,2,197.10000000000002
paddle pool,15,7,6.17,41,1.0,10,2,4,252.97
cat & mouse,18,8,5.97,69,1.17,2,2,2,411.93
treachery in a pocket,225,10,6.1,66,1.5,20,2,4,402.59999999999997
flea marketeers,605,10,6.34,42,1.5,60,2,6,266.28
kart sur glace,150,8,6.2,46,1.2,30,2,5,285.2
rival kings,150,8,6.11,67,2.0,30,2,4,409.37
